Очки,2-очк-3/В,2-очк-%,3-очк-3/В,3-очк-%,Штрафные-3/В,Штрафные-%,Подборы,Передачи,Фолы,Перехваты,Потери,Блокшоты,МИН,Очки прот.,2-очк-3/В прот.,2-очк-% прот.,3-очк-3/В прот.,3-очк-% прот.,Штрафные-3/В прот.,Штрафные-% прот.,Подборы прот.,Передачи прот.,Фолы прот.,Перехваты прот.,Потери прот.,Блокшоты прот.,Победа,Победа дома
70,17/33,52,7/25,28,15/18,83,31,14,23,6,13,2,198,80,20/36,56,7/22,32,19/29,66,29,19,23,11,10,4,0,0
102,19/29,66,10/28,36,34/37,92,35,18,20,10,11,2,200,75,19/36,53,8/25,32,13/17,76,23,16,27,6,17,5,0,1
77,20/47,43,5/18,28,22/28,79,30,12,19,15,16,2,200,86,23/45,51,8/26,31,16/20,80,47,20,25,9,21,4,0,0
75,22/37,59,6/22,27,13/20,65,20,19,27,7,16,0,200,88,27/47,57,6/14,43,16/25,64,30,15,21,13,12,5,0,0
102,27/49,55,11/30,37,15/20,75,34,19,26,11,15,4,200,113,30/42,71,11/23,48,20/29,69,25,28,19,8,14,2,0,0
73,15/43,35,9/20,45,16/28,57,36,15,24,5,11,2,200,95,14/27,52,15/34,44,22/25,88,34,19,24,7,8,2,0,0
78,17/38,45,10/25,40,14/18,78,32,14,18,11,14,5,200,65,13/38,34,11/27,41,6/10,60,36,14,21,10,17,4,1,1
108,24/33,73,13/25,52,21/23,91,26,22,19,8,12,0,200,84,16/29,55,15/37,41,7/10,70,29,22,23,7,16,2,0,1
82,20/38,53,11/27,41,9/16,56,29,20,21,3,14,0,200,91,25/38,66,7/22,32,20/26,77,30,23,22,9,11,0,0,0
82,16/34,47,14/31,45,8/12,67,34,25,18,5,13,7,200,74,21/44,48,8/20,40,8/12,67,28,17,18,7,14,3,1,1
92,24/39,62,11/31,35,11/13,85,27,30,19,7,9,2,200,83,20/32,63,8/23,35,19/25,76,30,19,21,6,13,1,1,1
80,14/34,41,11/27,41,19/27,70,32,16,19,8,13,2,200,85,17/37,46,13/27,48,12/15,80,28,22,27,9,13,3,0,0
116,38/54,70,8/16,50,16/16,100,27,28,19,14,12,4,200,81,22/38,58,6/22,27,19/22,86,18,12,21,9,21,1,0,1
80,15/34,44,11/21,52,17/22,77,30,16,19,7,10,3,200,72,19/32,59,8/34,24,10/15,67,34,19,27,8,12,1,1,1
110,26/38,68,15/27,56,13/15,87,34,25,24,6,13,2,200,76,24/59,41,4/12,33,16/29,55,36,18,16,5,15,0,0,1
89,24/45,53,9/18,50,14/17,82,26,23,21,10,8,4,200,74,18/32,56,9/29,31,11/13,85,28,16,20,3,17,3,1,1
67,20/41,49,7/21,33,6/9,67,28,14,19,8,13,4,200,76,13/31,42,12/33,36,14/18,78,37,13,16,5,12,5,0,0
78,26/46,57,5/19,26,11/15,73,25,12,21,3,6,1,200,99,26/44,59,10/21,48,17/24,71,35,19,26,6,8,2,0,0
83,21/40,53,8/20,40,17/20,85,35,14,23,2,9,5,200,89,21/41,51,10/24,42,17/23,74,27,22,25,8,7,0,0,0
95,21/48,44,11/23,48,20/22,91,31,22,16,2,11,6,200,99,29/57,51,7/21,33,20/23,87,36,22,24,6,7,6,0,0
76,19/38,50,6/19,32,20/26,77,29,13,20,8,11,1,200,93,23/38,61,13/23,57,8/15,53,29,21,26,6,13,1,0,0
84,22/43,51,6/21,29,22/26,85,29,20,20,9,11,3,200,76,15/35,43,10/25,40,16/21,76,32,17,27,8,16,2,1,1
75,17/32,53,11/30,37,8/11,73,34,17,13,9,9,5,200,51,13/34,38,6/24,25,7/12,58,30,13,17,7,15,4,1,1
80,25/48,52,5/22,23,15/19,79,45,18,23,15,16,6,200,77,17/40,43,9/24,38,16/26,62,31,13,20,12,18,0,1,1
89,23/41,56,8/17,47,19/23,83,28,15,19,10,8,4,200,64,12/33,36,8/22,36,16/20,80,27,13,24,7,18,1,1,1
109,28/46,61,12/27,44,17/19,89,29,24,27,12,11,3,200,81,24/35,69,5/19,26,18/25,72,25,16,20,5,21,2,0,1
85,24/45,53,8/24,33,13/17,76,35,22,18,8,7,4,200,77,19/36,53,9/24,38,12/16,75,32,17,20,3,12,4,1,1
93,29/43,67,7/17,41,14/22,64,32,22,20,5,11,2,199,75,22/40,55,7/27,26,10/19,53,32,17,23,7,10,1,1,1
119,27/39,69,13/28,46,26/32,81,33,24,17,10,9,2,200,88,22/43,51,10/17,59,14/16,88,20,18,27,4,17,1,0,1
100,22/39,56,10/22,45,26/32,81,28,28,23,10,12,4,200,87,21/39,54,8/18,44,21/30,70,19,20,25,5,14,4,0,1
71,20/44,45,5/20,25,16/20,80,39,15,17,6,17,4,200,93,24/48,50,9/19,47,18/23,78,31,25,18,15,11,4,0,0
86,18/35,51,10/33,30,20/30,67,34,10,26,7,10,1,200,93,27/42,64,6/18,33,21/30,70,29,20,22,8,11,5,0,0
83,25/52,48,6/19,32,15/17,88,33,22,30,5,6,6,200,71,18/35,51,4/18,22,23/31,74,33,14,21,2,12,2,1,1
83,24/42,57,7/19,37,14/19,74,30,19,21,6,11,0,200,85,20/39,51,12/25,48,9/12,75,30,26,19,4,14,3,0,0
93,32/44,73,5/13,38,14/19,74,32,18,20,6,19,5,200,82,22/48,46,10/26,38,8/14,57,26,15,17,9,12,1,1,1
75,25/50,50,6/19,32,7/9,78,36,20,26,7,17,3,200,98,23/45,51,12/22,55,16/19,84,30,15,13,10,10,5,0,0
74,18/44,41,8/22,36,14/20,70,35,17,23,3,10,4,200,77,22/42,52,5/15,33,18/23,78,29,13,20,3,10,4,0,0
